sample_id,text,pose_path
train_000512,Mưa có khả năng chỉ xảy ra ở vài nơi vào chiều tối và sẽ nhanh chóng kết thúc.,/workspace/datdq/SignWeather/data/scene_keypoints/v034/scene_008.json
train_000513,"Ngày 22 tháng 6, nắng nóng tại đây đã lên đến 36 độ C,",/workspace/datdq/SignWeather/data/scene_keypoints/v051/scene_003.json
train_000514,Ngày mai thì nắng không kéo dài cả ngày nữa mà sau 15h thì mưa rông sẽ xảy ra.,/workspace/datdq/SignWeather/data/scene_keypoints/v189/scene_007.json
train_000516,Đồng bằng sông Cửu Long đang trải qua những ngày cao điểm mùa khô và cũng là lúc các đợt sâm nhập mặn vào sâu trong đất liền.,/workspace/datdq/SignWeather/data/scene_keypoints/v246/scene_001.json
train_000517,Mây mù bao phủ khắp nơi làm cho tầm nhìn giảm thấp.,/workspace/datdq/SignWeather/data/scene_keypoints/v075/scene_004.json
train_000519,"Tại thủ đô Hà Nội ngày mai thì nhiều mây có lúc mưa to, nhiệt độ cao nhất không quá 29 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v260/scene_006.json
train_000523,Mặc dù có mưa về đêm như vậy nhưng sang đến ngày mai trở lại nắng nóng ngay.,/workspace/datdq/SignWeather/data/scene_keypoints/v154/scene_004.json
train_000524,"Các cơ quan, đơn vị và địa phương cần triển khai thực hiện nghiêm túc các phương án, biện pháp phòng chống mưa lũ, nhằm hạn chế thiệt hại có thể xảy ra ở mức thấp nhất.",/workspace/datdq/SignWeather/data/scene_keypoints/v144/scene_005.json
train_000526,"Những khối mây đối lưu phát triển mạnh ở Nghệ An xuống đến Quảng Nam, Tây Nguyên và Nam Mộ.",/workspace/datdq/SignWeather/data/scene_keypoints/v076/scene_003.json
train_000527,"Đến 16 giờ ngày 14 tháng 10, tâm bão sẽ nằm trên vùng biển ven bờ Bắc Bộ và Bắc Trung Bộ.",/workspace/datdq/SignWeather/data/scene_keypoints/v152/scene_003.json
train_000528,"Vùng nguy hiểm trên biển Đông trong 24 giờ tới được xác định là từ vĩ tuyến 9 đến 13 độ vị Bắc,",/workspace/datdq/SignWeather/data/scene_keypoints/v026/scene_003.json
train_000529,"Ở miền Trung thì dự báo là mưa vừa mưa to sẽ còn xuất hiện trong đêm nay ở Nghệ An cho đến Quảng Ngãi,",/workspace/datdq/SignWeather/data/scene_keypoints/v022/scene_003.json
train_000531,"Từ chiều qua, mưa lớn kèm theo lốc xoáy xảy ra ở huyện Bình Sơn, tỉnh Quảng Ngãi,",/workspace/datdq/SignWeather/data/scene_keypoints/v197/scene_002.json
train_000534,"Huyện Minh Hóa là nơi bị ảnh hưởng nặng nề nhất, với nhiều điểm nước ngập sâu đã khiến các khu vực này bị cô lập.",/workspace/datdq/SignWeather/data/scene_keypoints/v123/scene_002.json
train_000535,"Sau đó, bão đi sâu vào đất liền Nam Trung Bộ và suy yếu thành vùng áp thấp",/workspace/datdq/SignWeather/data/scene_keypoints/v107/scene_005.json
train_000540,Mưa lũ liên tục trong 12 ngày qua đã gây thiệt hại nặng nề về người và tài sản cho nhiều địa phương ở miền Trung.,/workspace/datdq/SignWeather/data/scene_keypoints/v046/scene_001.json
train_000544,Các nơi khác thuộc khu vực Thanh Hóa đến Phú Yên sẽ là từ 35-37 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v154/scene_007.json
train_000546,"Thời tiết miền Trung Tây Nguyên đã bắt đầu thay đổi, bước vào giai đoạn nguy hiểm do cơn bão số 9 gây ra.",/workspace/datdq/SignWeather/data/scene_keypoints/v041/scene_001.json
train_000549,"Ngày mai có nắng trở lại, nhiệt độ khoảng 24 độ",/workspace/datdq/SignWeather/data/scene_keypoints/v161/scene_009.json
train_000551,"Ngày mai, mưa sẽ rồn rập về chiều, với nhiệt độ cao nhất đạt 21 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v000/scene_009.json
train_000552,Cho đến 15 giờ chiều thì vẫn có nắng mạnh tại hai khu vực này,/workspace/datdq/SignWeather/data/scene_keypoints/v090/scene_002.json
train_000553,Vùng mưa to đến rất to sẽ mở rộng khắp khu vực từ Nam Nghệ An trở xuống cho tận Quảng Nam,/workspace/datdq/SignWeather/data/scene_keypoints/v249/scene_013.json
train_000559,"Do ảnh hưởng từ nguồn nước, các thủy điện vẫn đang tiến hành xả lũ.",/workspace/datdq/SignWeather/data/scene_keypoints/v243/scene_004.json
train_000560,"Từ sau 4 giờ sáng mai thì mưa có thể dứt,",/workspace/datdq/SignWeather/data/scene_keypoints/v028/scene_004.json
train_000561,"Thưa quý vị, hôm qua và hôm nay mưa trên diện rộng ở hầu hết các huyện miền núi Quảng Nam.",/workspace/datdq/SignWeather/data/scene_keypoints/v171/scene_010.json
train_000562,"2 ngày đầu tuần trời rét với nhiệt độ ban đêm là 12 độ, ban ngày từ 14-16 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v151/scene_012.json
train_000563,"Thưa quý vị, chiều nay áp thấp nhiệt đới suy yếu từ cơn bão số 12 đã suy yếu tiếp thành một vùng áp thấp trên khu vực Tây Nguyên.",/workspace/datdq/SignWeather/data/scene_keypoints/v188/scene_001.json
train_000566,"Đến 13 giờ ngày 12 tháng 11, tâm bão cách huyện đảo Hoàng Sa khoảng 760 km về phía đông Đông Nam,",/workspace/datdq/SignWeather/data/scene_keypoints/v188/scene_004.json
train_000569,"Lúc này, Phú Yên phải vừa khắc phục bão số 12, vừa ứng phó với mưa lũ.",/workspace/datdq/SignWeather/data/scene_keypoints/v188/scene_013.json
train_000571,"Còn ở miền Bắc, phải đến tối muộn và đêm nay, mưa mới xuất hiện nhiều.",/workspace/datdq/SignWeather/data/scene_keypoints/v076/scene_008.json
train_000573,Thời gian ngập sẽ dần giảm theo đỉnh triều.,/workspace/datdq/SignWeather/data/scene_keypoints/v036/scene_007.json
train_000574,"Tại Đà Nẵng đêm nay có lúc mưa rào, trời mát 27 độ",/workspace/datdq/SignWeather/data/scene_keypoints/v157/scene_011.json
train_000575,"Tại Huế, mưa to đã trở lại và nhiều khu vực miền Trung cũng đang chịu ảnh hưởng tương tự.",/workspace/datdq/SignWeather/data/scene_keypoints/v014/scene_002.json
train_000577,"Thành phố Hải Phòng dự báo đêm nay không có mưa, nhiệt độ lạnh 19 độ, và ngày mai sẽ có nắng ấm với nhiệt độ cao nhất đạt 25 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v182/scene_007.json
train_000578,Từ nay đến cuối năm thì các hồ trên lưu vực sẽ còn tiếp tục tích trữ nước,/workspace/datdq/SignWeather/data/scene_keypoints/v169/scene_004.json
train_000579,"Có mưa nên trời sẽ lạnh, nhiệt độ ban ngày không vượt quá 25 độ, buổi đêm giảm xuống còn 23 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v014/scene_010.json
train_000581,Không đi qua các ngầm tràn khi nước đang chảy siết và đang lên.,/workspace/datdq/SignWeather/data/scene_keypoints/v063/scene_006.json
train_000583,"Về chiều tối của ngày 30 và mùng 1 Tết, khả năng Nam Bộ sẽ có mưa rào nhẹ thoáng qua.",/workspace/datdq/SignWeather/data/scene_keypoints/v126/scene_012.json
train_000585,trên toàn bang. Điều kiện thời tiết nắng nóng và độ ẩm thấp đang gây thêm khó khăn cho công tác dập lửa.,/workspace/datdq/SignWeather/data/scene_keypoints/v096/scene_001.json
train_000587,Vào vùng mưa sẽ xảy ra từ Phú Yên trở ra đến Thừa Thiên Huế với lượng mưa phổ biến là 40-80mm,/workspace/datdq/SignWeather/data/scene_keypoints/v187/scene_004.json
train_000588,Lượng mưa tại đây từ 100-200mm và có nơi vượt 200mm.,/workspace/datdq/SignWeather/data/scene_keypoints/v238/scene_005.json
train_000589,"Ngày mai nắng nhiều, nhiệt độ cao nhất 33 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v111/scene_009.json
train_000590,"Từ chủ nhật này đến thứ ba tuần sau, dự báo nhiệt độ thấp nhất là từ 10-14 độ,",/workspace/datdq/SignWeather/data/scene_keypoints/v009/scene_009.json
train_000592,Hà Nội đêm nay không mưa 22 độ,/workspace/datdq/SignWeather/data/scene_keypoints/v173/scene_010.json
train_000593,"Khu vực này đã xuất hiện băng giá, càng lên cao thì lớp băng phủ càng dày đặc.",/workspace/datdq/SignWeather/data/scene_keypoints/v166/scene_005.json
train_000594,"Thưa quý vị, theo bản đồ mưa, vùng mưa to sẽ tập trung tại khu vực đồng bằng, ven biển Bắc Bộ, cùng với các tỉnh Yên Bái, Sơn La, Hòa Bình, Thanh Hóa, Nghệ An và Hà Tĩnh, với tổng lượng mưa từ 150 đến 250mm, và một số nơi có thể vượt quá 300mm.",/workspace/datdq/SignWeather/data/scene_keypoints/v086/scene_002.json
train_000595,"Từ trưa vào chiều nay, mưa và gió từ bão số 13 cũng đã xuất hiện",/workspace/datdq/SignWeather/data/scene_keypoints/v059/scene_011.json
train_000597,"Thành phố Hồ Chí Minh đêm nay mưa tạm giảm, trời dịu mát 25 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v064/scene_010.json
train_000598,"Đối với vùng ven biển, gió có thể đạt cấp 9, giật cấp 11.",/workspace/datdq/SignWeather/data/scene_keypoints/v218/scene_007.json
train_000600,Mưa lớn rồn rập như vậy thì cảnh báo sạp lờ đất và lũ quét đã được đưa ra cho vùng núi từ Quảng Bình trở xuống đến Khánh Hòa.,/workspace/datdq/SignWeather/data/scene_keypoints/v272/scene_006.json
train_000601,Nhiệt độ tại thành phố Hồ Chí Minh cũng như là hầu khắp toàn miền sẽ không nơi nào vượt quá 34 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v102/scene_005.json
train_000602,Vì thế khi thấy trời có mưa rông thì tốt nhất quý vị nên nhanh chóng tìm nơi trú ẩn an toàn,/workspace/datdq/SignWeather/data/scene_keypoints/v217/scene_004.json
train_000604,nhiều tuyến đường trũng thấp cũng đã bị ngập sâu sau trận mưa đầu giờ chiều ngày hôm nay.,/workspace/datdq/SignWeather/data/scene_keypoints/v038/scene_005.json
train_000605,"Độ ẩm trong chiều ngày hôm nay đều từ 43% trở xuống, thậm chí có những nơi chỉ đạt khoảng là 33%.",/workspace/datdq/SignWeather/data/scene_keypoints/v117/scene_004.json
train_000607,"Cơ quan Khí quyển, Địa lý và Thiên văn Philippines cho biết, bão Vàm Cỏ là cơn bão thứ 21 đổ bộ vào nước này từ đầu năm đến nay.",/workspace/datdq/SignWeather/data/scene_keypoints/v101/scene_001.json
train_000611,"Dự báo miền Bắc sẽ tiếp tục tăng nhiệt trong ngày mai, bản đồ dự báo nhiệt chuyển dần sang màu cam và thậm chí là phía Tây còn có màu đỏ",/workspace/datdq/SignWeather/data/scene_keypoints/v236/scene_003.json
train_000614,"Vâng anh Dương, ngày hôm nay miền Bắc vẫn nằm trong những chuỗi ngày trời ấm lên và nhiệt độ ngày hôm nay cũng đã tăng đáng kể rồi.",/workspace/datdq/SignWeather/data/scene_keypoints/v117/scene_001.json
train_000615,"Do ảnh hưởng của bão số 6, những ngày qua tại thành phố Đà Nẵng đã có mưa to đến rất to.",/workspace/datdq/SignWeather/data/scene_keypoints/v144/scene_001.json
train_000616,"Nguy cơ cao sẽ xảy ra lũ quét, sạt lở đất",/workspace/datdq/SignWeather/data/scene_keypoints/v019/scene_007.json
train_000618,"Đêm và sáng xe lạnh 23 độ, ban ngày 32 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v151/scene_014.json
train_000619,"Kiểu thời tiết này sẽ dễ dàng gây kích ứng cho da và hệ hô hấp, khiến cơ thể cảm thấy nóng bức khó chịu.",/workspace/datdq/SignWeather/data/scene_keypoints/v117/scene_006.json
train_000623,"Sau đó, căn cứ vào diễn biến thời tiết tại vùng Hạ Du, cần điều chỉnh lưu lượng xả lũ cho phù hợp.",/workspace/datdq/SignWeather/data/scene_keypoints/v071/scene_002.json
train_000627,"Còn tại Tây Bắc Bộ, nắng nóng chủ yếu tập trung ở Điện Biên, Sơn La và Hòa Bình",/workspace/datdq/SignWeather/data/scene_keypoints/v234/scene_004.json
train_000632,"Các đợt sâm nhập mặn vừa qua thường chỉ diễn ra thời đoạn ngắn vài ngày, theo kỳ triều cường, chứ không triển miên như năm ngoái.",/workspace/datdq/SignWeather/data/scene_keypoints/v246/scene_003.json
train_000634,"Ngày mai nắng nhiều, nhiệt độ cao hơn ban đêm cả chục độ, lên tới mức 26 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v077/scene_005.json
train_000635,Các vùng miền khác trên cả nước cũng có nắng vào ngày mai.,/workspace/datdq/SignWeather/data/scene_keypoints/v133/scene_006.json
train_000637,nhiệt độ thấp nhất là 23 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v225/scene_009.json
train_000639,từ Quảng Trị đến Quảng Ngãi sẽ tiếp tục có mưa vừa mưa to.,/workspace/datdq/SignWeather/data/scene_keypoints/v151/scene_006.json
train_000643,"Giờ tan tầm chiều nay tại Hà Nội thì có một cơn mưa rất to, nhiều người đã bị ướt rồi.",/workspace/datdq/SignWeather/data/scene_keypoints/v105/scene_002.json
train_000651,"Trên mức báo động 3 đến hết sáng mai, cảnh báo ngập lụt sâu trên diện rộng tiếp tục diễn ra ở 3 tỉnh này.",/workspace/datdq/SignWeather/data/scene_keypoints/v062/scene_007.json
train_000656,Từ đêm chủ nhật đến khoảng ngày thứ sáu tuần sau sẽ lại xảy ra một đợt mưa rông nữa ở Bắc Bộ.,/workspace/datdq/SignWeather/data/scene_keypoints/v226/scene_006.json
train_000657,và dự kiến sẽ đi vào Biển Đông trong khoảng 1-2 ngày tới.,/workspace/datdq/SignWeather/data/scene_keypoints/v032/scene_004.json
train_000658,Ở khu vực Sa Pa nằm ở phía Tây Bắc Bộ nên chưa chịu ảnh hưởng của không khí lạnh tăng cường.,/workspace/datdq/SignWeather/data/scene_keypoints/v070/scene_005.json
train_000665,"Với tốc độ di chuyển khá chậm, khả năng đến sáng thứ Hai mới bắt đầu ảnh hưởng đến khu vực vùng núi phía Bắc, gây ra mưa nhỏ.",/workspace/datdq/SignWeather/data/scene_keypoints/v082/scene_004.json
train_000668,"Ngày mai còn nắng nhiều, nhiệt độ cao nhất 33 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v218/scene_013.json
train_000670,"Cảnh báo mưa vừa có nơi mưa to đến rất to, dễ kèm theo gió giật và sấm xét nguy hiểm.",/workspace/datdq/SignWeather/data/scene_keypoints/v064/scene_007.json
train_000671,nhiệt độ thấp nhất toàn miền trong khoảng là từ 18 đến 21 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v207/scene_006.json
train_000673,"Đợt lạnh kéo nhiệt độ nhiều nơi ở các tỉnh Hà Bắc, Sơn Đông, Hà Nam, An Huy và Giang Tô xuống dưới 10 độ",/workspace/datdq/SignWeather/data/scene_keypoints/v220/scene_010.json
train_000675,"Bắc bộ ngày mai cũng duy trì tiết trời oi nóng khó chịu,",/workspace/datdq/SignWeather/data/scene_keypoints/v223/scene_007.json
train_000678,"Với thành phố Đồng Hới và Huế, trời rất mưa nhưng chủ đạo là nhiều mây, nhiệt độ từ 24-26 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v015/scene_009.json
train_000681,"Nhiệt độ tại khu vực Sydney vượt 40 độ C,",/workspace/datdq/SignWeather/data/scene_keypoints/v065/scene_005.json
train_000686,"Mặc dù bã số 7 đã suy yếu thành áp thấp nhiệt đới nhưng hoàn lưu của nó vẫn gây mưa to và gió mạnh cho nhiều tỉnh thành,",/workspace/datdq/SignWeather/data/scene_keypoints/v045/scene_005.json
train_000688,Họ đang phải vật lộn với thời tiết giá lạnh.,/workspace/datdq/SignWeather/data/scene_keypoints/v232/scene_001.json
train_000689,"Thành phố Hồ Chí Minh đêm nay ít mây, nhiệt độ khoảng 21 độ trời lạnh.",/workspace/datdq/SignWeather/data/scene_keypoints/v012/scene_011.json
train_000690,Biên tập viên Thời tiết Quỳnh Anh sẽ cập nhật diễn biến của cơn bão số 7 và ảnh hưởng cụ thể của nó đến các khu vực neo đậu tàu thuyền.,/workspace/datdq/SignWeather/data/scene_keypoints/v229/scene_005.json
train_000691,"Với Tây Nguyên và Nam Bộ, mưa cũng tiếp tục xảy ra vào chiều tối và tối mai",/workspace/datdq/SignWeather/data/scene_keypoints/v211/scene_005.json
train_000695,mưa lớn lại tiếp tục quay lại với các huyện miền núi của tỉnh Quảng Nam.,/workspace/datdq/SignWeather/data/scene_keypoints/v177/scene_001.json
train_000697,"Dạ vâng, theo những dự báo thì trời sẽ có nắng ấm gần như là đến hết Tết Anh Dương ạ.",/workspace/datdq/SignWeather/data/scene_keypoints/v126/scene_002.json
train_000698,"Ngày mai trời có nắng 34 độ, chiều tối có lúc mưa dông.",/workspace/datdq/SignWeather/data/scene_keypoints/v058/scene_010.json
train_000703,"Trên độ cao 5.000 mét, còn có gió đông ẩm từ biển thổi vào.",/workspace/datdq/SignWeather/data/scene_keypoints/v272/scene_003.json
train_000705,"Ở mẫu Sơn, Đặng Sơn thì xuống đến âm 3,6 độ C.",/workspace/datdq/SignWeather/data/scene_keypoints/v252/scene_006.json
train_000706,"mức nhiệt trong đêm mai là khoảng 25 độ,",/workspace/datdq/SignWeather/data/scene_keypoints/v248/scene_009.json
train_000708,"Đối với các tỉnh phía Đông Bắc Bộ, chúng tôi dự báo là nắng nóng sẽ xuất hiện muộn hơn.",/workspace/datdq/SignWeather/data/scene_keypoints/v234/scene_008.json
train_000711,"Ngay chiều nay, tâm của áp thấp nhiệt đới đang cách đảo Sông Tử Tây, huyện đảo Trường Sa khoảng 600 km về phía Đông Bắc",/workspace/datdq/SignWeather/data/scene_keypoints/v190/scene_002.json
train_000712,"Sau ngày mai trời nhiều mây, về chiều tối lại có mưa, nhiệt độ không quá 31 độ",/workspace/datdq/SignWeather/data/scene_keypoints/v156/scene_011.json
train_000713,"Sang ngày mai nắng mạnh, ở lâu ngoài trời thì sẽ hơi nóng, mức nhiệt cao nhất 31 độ",/workspace/datdq/SignWeather/data/scene_keypoints/v228/scene_007.json
train_000714,"Sau đó đến chiều tối và đêm, lưu ý những cơn mưa dông nhiệt có thể lại xảy ra khắp Bắc Bộ,",/workspace/datdq/SignWeather/data/scene_keypoints/v040/scene_006.json
train_000715,"Cơn bão số 9 đi qua, địa phương này đã có 2.500 hectare keo và 1.500 hectare cao su đang thu hoạch bị gại đổ.",/workspace/datdq/SignWeather/data/scene_keypoints/v055/scene_002.json
train_000717,"Từ Núi, từ Nghệ An xuống đến Quảng Ngãi, dự báo ngày mai nhiệt độ sẽ cao 37-39 độ và có nơi trên 39 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v154/scene_006.json
train_000718,"Sương mù bao phủ cả ngày lẫn đêm, nhất là đoạn qua các huyện Mai Châu, Tân Lạc, Vân Hồ và Mộc Châu của 2 tỉnh.",/workspace/datdq/SignWeather/data/scene_keypoints/v206/scene_002.json
train_000720,"Thưa quý vị, không khí lạnh rất mạnh đã tràn sâu xuống nước ta rồi, băng giá có khả năng xuất hiện ở cả vùng núi cao trong đêm nay và hai đêm tới, theo dự báo.",/workspace/datdq/SignWeather/data/scene_keypoints/v023/scene_001.json
train_000723,Đến thời điểm này thì Hà Nội cũng chưa trải qua một đợt nắng nóng trên 35 độ nào.,/workspace/datdq/SignWeather/data/scene_keypoints/v011/scene_002.json
train_000726,"Trong khoảng từ 3 đến 4 ngày tới, mưa trái mùa vẫn có khả năng cao xảy ra tại TP.HCM cũng như các khu vực khác của Nam Bộ.",/workspace/datdq/SignWeather/data/scene_keypoints/v060/scene_004.json
train_000733,Có thể khẳng định rằng đợt mưa lớn kéo dài trong vòng 2 tuần qua ở khu vực miền Trung đã chấm dứt tính đến chiều hôm nay.,/workspace/datdq/SignWeather/data/scene_keypoints/v015/scene_003.json
train_000734,sương mù có thể xuất hiện khiến tầm nhìn giảm xuống dưới 1km.,/workspace/datdq/SignWeather/data/scene_keypoints/v162/scene_003.json
train_000737,"Thủ đô Hà Nội đêm nay tiếp tục mưa rét 19 độ, ngày mai thì trời vẫn còn mưa 22 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v022/scene_006.json
train_000738,"Vùng nguy hiểm trên Biển Đông trong 24 giờ tới là từ vĩ tuyến 11 đến 15 độ vĩ Bắc,",/workspace/datdq/SignWeather/data/scene_keypoints/v107/scene_006.json
train_000743,"Trong đêm nay và sáng sớm ngày mai, mực nước ở các sông hầu hết sẽ ở mức báo động 2 đến dưới báo động 3.",/workspace/datdq/SignWeather/data/scene_keypoints/v266/scene_004.json
train_000749,Nước ngập tại các vùng lụt cơ bản sẽ rút hết.,/workspace/datdq/SignWeather/data/scene_keypoints/v087/scene_004.json
train_000750,"Thời tiết đã tạnh, nước ngập ở Quảng Nam, Quảng Ngãi và Bình Định cũng đang dần rút.",/workspace/datdq/SignWeather/data/scene_keypoints/v002/scene_008.json
train_000753,"Tính đến thời điểm này, địa phương đã ghi nhận 17 người thiệt mạng do mưa lũ.",/workspace/datdq/SignWeather/data/scene_keypoints/v164/scene_002.json
train_000755,Những cơn mưa to đến rất to vẫn xảy ra trên địa bàn tỉnh Nghệ An.,/workspace/datdq/SignWeather/data/scene_keypoints/v239/scene_008.json
train_000758,"Ngoài huyện Cẩm Xuyên, nhiều huyện khác và cả thành phố Hà Tĩnh cũng bị ngập, với nhiều khu vực bị ngập sâu.",/workspace/datdq/SignWeather/data/scene_keypoints/v071/scene_005.json
train_000760,"Trong sáng sớm hôm nay, mưa lớn vẫn tiếp tục diễn ra trên diện rộng tại Thừa Thiên Huế, gây khó khăn cho công tác cứu hộ.",/workspace/datdq/SignWeather/data/scene_keypoints/v091/scene_002.json
train_000762,Ngày mai duy trì nắng nóng đặc biệt gai gắt 39 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v264/scene_011.json
train_000763,"Thành phố Huế đêm nay có mưa rất to, gió mạnh dần lên là cấp 6 đến cấp 7.",/workspace/datdq/SignWeather/data/scene_keypoints/v041/scene_013.json
train_000765,Báo số 6 cũng gây ra mưa to đến rất to từ nay cho đến hết ngày mai,/workspace/datdq/SignWeather/data/scene_keypoints/v019/scene_005.json
train_000768,Ngày mai vẫn sẽ còn mưa với nhiệt độ cao nhất 25 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v012/scene_009.json
train_000770,"Thưa quý vị khán giả, nhìn vào đường đi dự kiến của át thấp nhiệt đới cho thấy, vào gần bờ thì nó mạnh lên thành bão nhưng không vào đất liền ngay mà lại đi dọc ven biển.",/workspace/datdq/SignWeather/data/scene_keypoints/v061/scene_001.json
train_000772,Còn vào sáng sớm thì quý vị khán giả ở miền Bắc lưu ý là trời sẽ có nhiều mây và đặc biệt là có sương mù,/workspace/datdq/SignWeather/data/scene_keypoints/v158/scene_003.json
train_000773,"Mưa lũ đã gây ra gần 300 điểm sạt lở, làm ảnh hưởng đến hơn 35.000 mét khối đất đá, khiến giao thông nhiều tuyến đường bị tê liệt.",/workspace/datdq/SignWeather/data/scene_keypoints/v144/scene_008.json
train_000778,"cần đề phòng lũ quét sạt lở đất, lũ cục bộ xảy ra trên các sông suối nhỏ",/workspace/datdq/SignWeather/data/scene_keypoints/v064/scene_003.json
train_000779,"Núi Thành, Vy Xuyên cũng bị ngập sâu cục bộ.",/workspace/datdq/SignWeather/data/scene_keypoints/v240/scene_005.json
train_000780,"Đến chiều tối nay, áp thấp nhiệt đới đang cách bờ biển Ninh Thuận khoảng 370 km,",/workspace/datdq/SignWeather/data/scene_keypoints/v026/scene_001.json
train_000784,"Sau đó thì sang ngày mùng 5 Tết, trời sẽ chuyển sang trạng thái là mưa nhỏ, mưa phùn, kèm theo đó là cả sương mù.",/workspace/datdq/SignWeather/data/scene_keypoints/v126/scene_005.json
train_000785,Đối với khu vực Tây Nguyên và Nam Bộ thì mưa dông dự báo cũng sẽ xảy ra vào chiều tối ngày mai,/workspace/datdq/SignWeather/data/scene_keypoints/v165/scene_003.json
train_000787,Nhiệt độ hạ xuống còn khoảng là 21 độ và về đêm mức nhiệt là 16 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v067/scene_006.json
train_000788,"Và những nơi mưa to nhất thì đó là Thanh Hóa, Nghệ An và Hà Tĩnh.",/workspace/datdq/SignWeather/data/scene_keypoints/v044/scene_005.json
train_000790,"Dự báo chiều và đêm nay, không khí lạnh sẽ xuống sâu hơn, tác động đến khắp Bắc Bộ và nhiều nơi ở Trung Bộ.",/workspace/datdq/SignWeather/data/scene_keypoints/v267/scene_002.json
train_000791,"Cảnh báo lốc xét, gió giật mạnh.",/workspace/datdq/SignWeather/data/scene_keypoints/v264/scene_013.json
train_000792,"Chào chị Ngọc Vân, ngày hôm nay Hà Nội và miền Bắc sau những cơn mưa đã nóng ngay lại rồi, tôi biết là tuần tới chúng ta sẽ tiếp tục đối diện với nắng nóng.",/workspace/datdq/SignWeather/data/scene_keypoints/v270/scene_002.json
train_000794,nhưng từ chiều và chiều tối mai sẽ lại có mưa diện rộng trở lại.,/workspace/datdq/SignWeather/data/scene_keypoints/v078/scene_005.json
train_000795,"Huế 2 ngày tới dự báo không mưa, nắng ráo.",/workspace/datdq/SignWeather/data/scene_keypoints/v253/scene_006.json
train_000796,"Thủ đô Hà Nội đêm nay sáng sớm mai có mưa nhỏ, mưa phùn kèm theo sương mù, trời lạnh, nhiệt độ thấp nhất là 19 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v033/scene_005.json
train_000797,"Đến thời điểm này, mực nước trên các con sông trên địa bàn tỉnh Quảng Nam vẫn đang dâng rất cao,",/workspace/datdq/SignWeather/data/scene_keypoints/v129/scene_006.json
train_000800,"Cảnh báo sẽ có mưa vừa, mưa to và thậm chí là những nơi mưa rất to.",/workspace/datdq/SignWeather/data/scene_keypoints/v038/scene_007.json
train_000801,"Khu vực Đông Bắc Bộ và Thanh Hóa mưa sẽ kéo dài hơn đến Chủ nhật, với lượng mưa là từ 100-200mm",/workspace/datdq/SignWeather/data/scene_keypoints/v057/scene_004.json
train_000803,Nhật độ cao nhất là 36 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v176/scene_006.json
train_000808,Từ Hà Tĩnh trở xuống đến Quảng Nam cần đặc biệt lưu ý đến nguy cơ sạt lở đất.,/workspace/datdq/SignWeather/data/scene_keypoints/v074/scene_003.json
train_000809,Nhiệt độ cao nhất phổ biến 35-38 độ và có nơi trên 38 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v231/scene_004.json
train_000811,Dự báo vùng mưa lớn sẽ dịch dần ra phía bắc miền Trung.,/workspace/datdq/SignWeather/data/scene_keypoints/v238/scene_004.json
train_000812,Còn tại huyện miền núi Nam Trà My thì tình trạng sạt lở cũng đang diễn ra nghiêm trọng.,/workspace/datdq/SignWeather/data/scene_keypoints/v080/scene_009.json
train_000813,"Đối với thủ đô Hà Nội vào đêm nay và sáng ngày mai thì sẽ có mưa vừa, mưa to",/workspace/datdq/SignWeather/data/scene_keypoints/v180/scene_010.json
train_000814,"Thành phố Hồ Chí Minh 2 ngày tới trời nắng, nhiệt độ cao nhất 32 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v187/scene_010.json
train_000816,"tại khu vực thủ đô Manila. Đến thời điểm này, đã có ít nhất 1 người thiệt mạng và 3 người mất tích do bão.",/workspace/datdq/SignWeather/data/scene_keypoints/v104/scene_005.json
train_000820,Vùng mưa màu xanh thì xuất hiện ở hầu khắp Bắc Bộ và từ Thanh Hóa xuống tới Hà Tĩnh,/workspace/datdq/SignWeather/data/scene_keypoints/v157/scene_002.json
train_000822,"Ngày mai nắng nhiều và khá nóng, nhiệt độ là 34 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v244/scene_007.json
