path,original_text,pseudo_manual,is_uncertain
v248/scene_013.mp4,"Thành phố Hồ Chí Minh nắng chủ yếu vào buổi sáng và trưa,",Thành phố Hồ Chí Minh nắng chủ yếu vào buổi sáng và trưa.,False
v104/scene_007.mp4,"Tại một số vùng ngoại ô phía đông của Manila, nhiều người dân phải lên nóc nhà để tránh ngập.","""Tại một số vùng ngoại ô phía đông của Manila, nhiều người dân phải lên nóc nhà để tránh ngập.""",False
v133/scene_005.mp4,"Sang ngày mai, dự báo nhiệt độ sẽ tăng thêm 1-2 độ nữa.","Sang ngày mai, dự báo nhiệt độ sẽ tăng thêm 1-2 độ nữa.",False
v040/scene_005_v040_c010.mp4,"Mức nhiệt cảnh báo lên tới 37-40 độ và có nơi trên 40 độ, còn độ ẩm thấp nhất chỉ từ 35-45%.","Mức nhiệt cảnh báo lên tới 37-40 độ và có nơi trên 40 độ, còn độ ẩm thấp nhất chỉ từ 35-45%.",False
v005/scene_002_v005_c004.mp4,Thời gian gần đây trên địa bàn Quảng Ngãi xảy ra nhiều vụ lốc xoáy và xấm xét làm sập nhiều nhà dân.,"Thời gian gần đây, trên địa bàn Quảng Ngãi xảy ra nhiều vụ lốc xoáy và sấm sét làm sập nhiều nhà dân.",False
v183/scene_006.mp4,Hơn 50.000 ngôi nhà của người dân bị ngập do mưa lũ.,Hơn 50.000 ngôi nhà của người dân bị ngập do mưa lũ.,False
v022/scene_003.mp4,"Ở miền Trung thì dự báo là mưa vừa mưa to sẽ còn xuất hiện trong đêm nay ở Nghệ An cho đến Quảng Ngãi,","""Ở miền Trung, dự báo là mưa vừa, mưa to sẽ còn xuất hiện trong đêm nay ở Nghệ An cho đến Quảng Ngãi.""",False
v140/scene_016.mp4,Nguy cơ ngập úng vùng trúng thấp và sạt lở đất ở vùng núi vẫn có thể xảy ra.,Nguy cơ ngập úng vùng trũng thấp và sạt lở đất ở vùng núi vẫn có thể xảy ra.,False
v135/scene_006.mp4,"Tuy nhiên, mưa trong đợt này chỉ là dạng mưa rào ngắt quãng với lượng không lớn.","Tuy nhiên, mưa trong đợt này chỉ là dạng mưa rào ngắt quãng với lượng không lớn.",False
v159/scene_005_v159_c015.mp4,Với Đà Nẵng dự báo đôi lúc có mưa nặng hạt.,"Với Đà Nẵng, dự báo đôi lúc có mưa nặng hạt.",False
v178/scene_002.mp4,Từ ngày hôm nay khi mà trời không còn mưa nữa thì nhiệt độ đã tăng thêm khoảng là 2 độ so với ngày hôm qua,"""Từ ngày hôm nay, khi mà trời không còn mưa nữa, thì nhiệt độ đã tăng thêm khoảng 2 độ so với ngày hôm qua.""",False
v266/scene_012_v266_c020.mp4,"Hầu hết là mưa rào ngắt quãng, đan xen có khoảng tạnh ráo.","Hầu hết là mưa rào ngắt quãng, đan xen có khoảng tạnh ráo.",False
v043/scene_010.mp4,Ngày mai mưa sẽ lùi dần về chiều cho đến tối,"Ngày mai, mưa sẽ lùi dần về chiều cho đến tối.",False
v253/scene_004_v253_c015.mp4,"Chiều đến chiều tối mai, mưa xảy ra trên diện rộng.","Chiều đến chiều tối mai, mưa sẽ xảy ra trên diện rộng.",False
v267/scene_002.mp4,"Dự báo chiều và đêm nay, không khí lạnh sẽ xuống sâu hơn, tác động đến khắp Bắc Bộ và nhiều nơi ở Trung Bộ.","Dự báo chiều và đêm nay, không khí lạnh sẽ xuống sâu hơn, tác động đến khắp Bắc Bộ và nhiều nơi ở Trung Bộ.",False
v101/scene_007.mp4,Nhiều địa phương ở các tỉnh Nam Trung Bồ xuất hiện những hố nước tử thần trong mùa mưa.,Nhiều địa phương ở các tỉnh Nam Trung Bộ xuất hiện những hố nước tử thần trong mùa mưa.,False
v008/scene_002_v008_c011.mp4,"Báo trong tối và đêm nay thì lũ trên 2 con sông này sẽ xuống chậm,","""Báo trong tối và đêm nay thì lũ trên 2 con sông này sẽ xuống chậm,""",False
v232/scene_003.mp4,"Theo Cơ quan dự báo khí tượng quốc gia, thời tiết đang có xu hướng ấm lên, dự kiến sẽ giảm bớt một phần áp lực cho Texas.","Theo Cơ quan Dự báo Khí tượng Quốc gia, thời tiết đang có xu hướng ấm lên, dự kiến sẽ giảm bớt một phần áp lực cho Texas.",False
v055/scene_001.mp4,"Mặc dù không nằm trong vùng tâm bão, nhưng nhiều địa phương tại Thừa Thiên Huế cũng chịu thiệt hại nặng nề.","Mặc dù không nằm trong vùng tâm bão, nhưng nhiều địa phương tại Thừa Thiên Huế cũng chịu thiệt hại nặng nề.",False
v019/scene_006.mp4,Đối với Con Tum và Gia Lai thì cũng sẽ có mưa to,Đối với Con Tum và Gia Lai thì cũng sẽ có mưa to.,False
v188/scene_022.mp4,"Ngoài ra, tỉnh cũng đã bố trí lực lượng tại chỗ, sẵn sàng ứng phó với mưa lũ.","Ngoài ra, tỉnh cũng đã bố trí lực lượng tại chỗ, sẵn sàng ứng phó với mưa lũ.",False
v165/scene_002.mp4,Trong đó ở khu vực phía Tây Bắc Bộ thì là những nơi có khả năng cao xảy ra lốc xét,"Trong đó, ở khu vực phía Tây Bắc Bộ thì là những nơi có khả năng cao xảy ra lốc, xét.",False
v192/scene_004.mp4,"Hà Nội đêm nay và sáng mai đôi lúc lấp vớt mưa nhỏ, nhiệt độ thấp nhất 22 độ.","Hà Nội đêm nay và sáng mai đôi lúc lất vất mưa nhỏ, nhiệt độ thấp nhất 22 độ.",False
v143/scene_002_v143_c005.mp4,"Một vài điểm ở Bình Định, Gia Lai, Kiên Giang lượng là từ 36 đến 55mm chỉ trong có 3 tiếng đồng hồ.","Một vài điểm ở Bình Định, Gia Lai, Kiên Giang lượng mưa là từ 36 đến 55mm chỉ trong có 3 tiếng đồng hồ.",False
v125/scene_008_v125_c023.mp4,"Sáng đến trưa mai trời nhiều mây, nắng yếu 23 độ.","""Sáng đến trưa mai trời nhiều mây, nắng yếu 23 độ.""",False
v201/scene_006.mp4,"Cuối cùng, chúng tôi xin gửi đến quý vị phần dự báo chi tiết cho các thành phố trong đêm nay và ngày mai.","Cuối cùng, chúng tôi xin gửi đến quý vị phần dự báo chi tiết cho các thành phố trong đêm nay và ngày mai.",False
v041/scene_010.mp4,Mưa bão và gió mạnh có thể gây tê liệt giao thông và hỏng hệ thống điện.,Mưa bão và gió mạnh có thể gây tê liệt giao thông và hỏng hệ thống điện.,False
v227/scene_003_v227_c006.mp4,"Tại Tân Trụ, Long An, trong 3 giờ qua đã ghi nhận lượng mưa lên tới 74mm, với những điểm mưa vừa và mưa to xuất hiện tại khu vực này.","Tại Tân Trụ, Long An, trong 3 giờ qua đã ghi nhận lượng mưa lên tới 74mm, với những điểm mưa vừa và mưa to xuất hiện tại khu vực này.",False
v092/scene_002_v092_c003.mp4,"Chúng ta cần lưu ý rằng tại sông Kiến Giang ở Quảng Bình, nước rút chậm.","Chúng ta cần lưu ý rằng tại sông Kiến Giang ở Quảng Bình, nước rút chậm.",False
v019/scene_003_v019_c010.mp4,Gió cấp 8 tức là gió có tốc độ là từ 60 đến 70 km một giờ,Gió cấp 8 tức là gió có tốc độ từ 60 đến 70 km một giờ.,False
v064/scene_005_v064_c015.mp4,và khu vực Tây Nguyên Nam Bộ cũng có mưa nhiều trong chiều nay.,"và khu vực Tây Nguyên, Nam Bộ cũng có mưa nhiều trong chiều nay.",False
v070/scene_007_v070_c019.mp4,Thành phố Cần Thơ vào đêm nay sáng sớm mai trời xe lạnh với mức nhiệt 22 độ.,Thành phố Cần Thơ vào đêm nay và sáng sớm mai trời xe lạnh với mức nhiệt 22 độ.,False
v258/scene_003.mp4,Nhìn chung thì Giáng sinh năm nay có thời tiết đẹp nhất so với 5 năm trở lại đây.,Nhìn chung thì Giáng sinh năm nay có thời tiết đẹp nhất so với 5 năm trở lại đây.,False
v133/scene_004.mp4,Trong hôm nay tại Hà Nội và nhiều nơi khác ở miền Bắc đã tăng từ 3 đến 5 độ.,Trong hôm nay tại Hà Nội và nhiều nơi khác ở miền Bắc đã tăng từ 3 đến 5 độ.,False
v049/scene_008_v049_c022.mp4,ở vùng núi là từ 7 đến 10 độ và những nơi núi cao trên 1.500m thì có khả năng dưới 5 độ,"Ở vùng núi, nhiệt độ dao động từ 7 đến 10 độ, và những nơi núi cao trên 1.500m thì có khả năng dưới 5 độ.",False
v227/scene_004_v227_c011.mp4,"Nguy hiểm từ những cơn rông lốc mạnh có thể khiến ô của người đi bộ bị bẻ ngược hoặc làm bay áo mưa của người đi xe máy, gây mất an toàn.","Nguy hiểm từ những cơn rông lốc mạnh có thể khiến ô của người đi bộ bị bẻ ngược hoặc làm bay áo mưa của người đi xe máy, gây mất an toàn.",False
v036/scene_012_v036_c050.mp4,"Đối với miền Bắc, thời tiết đã không còn mưa lạnh mà đã chuyển sang nắng ấm.","Đối với miền Bắc, thời tiết đã không còn mưa lạnh mà đã chuyển sang nắng ấm.",False
v233/scene_003_v233_c011.mp4,Dự báo như là ở thủ đô Hà Nội thì mỗi ngày sẽ tăng 1 độ,Dự báo ở thủ đô Hà Nội thì mỗi ngày sẽ tăng 1 độ.,False
v158/scene_007.mp4,Đối với thủ đô Hà Nội hay là hầu khắp miền Bắc thì sẽ còn duy trì trạng thái thời tiết khá là ổn định trong khoảng là 2 ngày đầu tuần,"Đối với thủ đô Hà Nội hay hầu khắp miền Bắc, thời tiết sẽ còn duy trì trạng thái khá ổn định trong khoảng 2 ngày đầu tuần.",False
v107/scene_004.mp4,"Cường độ bão mạnh cấp 8, cấp 9 và có gió giật lên tới cấp 11.","Cường độ bão mạnh cấp 8, cấp 9 và có gió giật lên tới cấp 11.",False
v156/scene_001.mp4,thì thời tiết có nhiều xáo động so với tuần này hay không ạ?,Thì thời tiết có nhiều xáo động so với tuần này hay không ạ?,False
v205/scene_007_v205_c019.mp4,Và đó cũng là thời điểm mà miền Bắc cảnh báo sẽ có mưa xảy ra trên diện rộng.,Và đó cũng là thời điểm mà miền Bắc cảnh báo sẽ có mưa xảy ra trên diện rộng.,False
v008/scene_007_v008_c026.mp4,"Đà Nẵng đêm nay có mưa vừa, mưa to và nhiệt độ khá lạnh, khoảng 22 độ.","Đà Nẵng đêm nay có mưa vừa, mưa to và nhiệt độ khá lạnh, khoảng 22 độ.",False
v049/scene_013_v049_c041.mp4,"Với thủ đô Hà Nội, đêm và sáng có lúc có mưa nhỏ, trời zét bốt, nhiệt độ hạ thấp chỉ khoảng là 13 độ.","Với thủ đô Hà Nội, đêm và sáng có lúc có mưa nhỏ, trời rét buốt, nhiệt độ hạ thấp chỉ khoảng 13 độ.",False
v228/scene_007.mp4,"Sang ngày mai nắng mạnh, ở lâu ngoài trời thì sẽ hơi nóng, mức nhiệt cao nhất 31 độ","Sang ngày mai, nắng mạnh, ở lâu ngoài trời thì sẽ hơi nóng, mức nhiệt cao nhất 31 độ.",False
v180/scene_010.mp4,"Đối với thủ đô Hà Nội vào đêm nay và sáng ngày mai thì sẽ có mưa vừa, mưa to","Đối với thủ đô Hà Nội vào đêm nay và sáng ngày mai thì sẽ có mưa vừa, mưa to.",False
v014/scene_002.mp4,"Tại Huế, mưa to đã trở lại và nhiều khu vực miền Trung cũng đang chịu ảnh hưởng tương tự.","Tại Huế, mưa to đã trở lại và nhiều khu vực miền Trung cũng đang chịu ảnh hưởng tương tự.",False
v260/scene_007_v260_c020.mp4,"Sang chủ nhật mưa giảm nhanh, trong ngày trời có nắng nhiệt độ cao nhất 30 độ.","Sang chủ nhật, mưa giảm nhanh, trong ngày trời có nắng, nhiệt độ cao nhất 30 độ.",False
v002/scene_009.mp4,"Cuối cùng, chúng tôi xin gửi đến quý vị dự báo thời tiết cho các thành phố trong đêm nay và ngày mai.","Cuối cùng, chúng tôi xin gửi đến quý vị dự báo thời tiết cho các thành phố trong đêm nay và ngày mai.",False
v148/scene_011.mp4,"Năm nay, một số khu vực tại Trung Quốc đã hứng chịu những trận lũ lụt chưa từng thấy.","""Năm nay, một số khu vực tại Trung Quốc đã hứng chịu những trận lũ lụt chưa từng thấy.""",False
v216/scene_010_v216_c050.mp4,"bão sẽ đi theo hướng Tây Tây Bắc, tức là có xu hướng lên phía Bắc.","Bão sẽ đi theo hướng Tây Tây Bắc, tức là có xu hướng lên phía Bắc.",False
v050/scene_008.mp4,"Ngày mai trời nắng cả ngày, nhiệt độ cao nhất là 22 độ.","Ngày mai trời nắng cả ngày, nhiệt độ cao nhất là 22 độ.",False
v151/scene_007.mp4,Lượng mưa phổ biến là từ 50-120mm và có nơi có thể là trên 150mm.,Lượng mưa phổ biến là từ 50-120mm và có nơi có thể lên tới trên 150mm.,False
v175/scene_008_v175_c020.mp4,nhưng với mức nhiệt 34 độ thì trời cũng khá là nóng.,"""Nhưng với mức nhiệt 34 độ thì trời cũng khá là nóng.""",False
v101/scene_005.mp4,Toàn bộ tàu thuyền hoạt động trong vùng nguy hiểm đều có nguy cơ cao bị ảnh hưởng bởi gió giật mạnh.,Toàn bộ tàu thuyền hoạt động trong vùng nguy hiểm đều có nguy cơ cao bị ảnh hưởng bởi gió giật mạnh.,False
v014/scene_009.mp4,"Cuối cùng, chúng ta sẽ đến với phần dự báo chi tiết cho các thành phố trong 2 ngày cuối tuần.","Cuối cùng, chúng ta sẽ đến với phần dự báo chi tiết cho các thành phố trong hai ngày cuối tuần.",False
v110/scene_010.mp4,"Đà Lạt đêm nay tạnh ráo, trời rét 15 độ.","Đà Lạt đêm nay tạnh ráo, trời rét 15 độ.",False
v077/scene_004.mp4,"Ngày mai nắng đẹp cả ngày, nhiệt độ cao nhất 27 độ.","Ngày mai nắng đẹp cả ngày, nhiệt độ cao nhất 27 độ.",False
v016/scene_004.mp4,"Đặc biệt như năm 1988, nhiệt độ trung bình ngày xuống chỉ còn là 9,5 độ.","""Đặc biệt như năm 1988, nhiệt độ trung bình trong ngày xuống chỉ còn là 9,5 độ.""",False
v151/scene_006.mp4,từ Quảng Trị đến Quảng Ngãi sẽ tiếp tục có mưa vừa mưa to.,"Từ Quảng Trị đến Quảng Ngãi sẽ tiếp tục có mưa vừa, mưa to.",False
v004/scene_001.mp4,"Nguyên nhân là do mưa lớn, nước thoát không kịp.","Nguyên nhân là do mưa lớn, nước thoát không kịp.",False
v228/scene_002_v228_c011.mp4,Sau đó đến chủ nhật thì trời lại có mưa nhỏ bất trợt,"""Sau đó đến chủ nhật thì trời lại có mưa nhỏ bất chợt.""",False
v020/scene_003_v020_c005.mp4,"Ngay ngày mai thì trời vẫn ít mây và nắng khô, y như ngày hôm nay.","Ngay ngày mai thì trời vẫn ít mây và nắng khô, y như ngày hôm nay.",False
v233/scene_003_v233_c009.mp4,"Nhiệt độ toàn miền sẽ tăng từ 5 đến 6 độ so với ban đêm, hầu hết là từ 19 cho đến 23 độ","Nhiệt độ toàn miền sẽ tăng từ 5 đến 6 độ so với ban đêm, hầu hết là từ 19 đến 23 độ.",False
v139/scene_005.mp4,"Như tại thủ đô Hà Nội, nhiệt độ 4 ngày tới ở mức là 32 độ","Như tại thủ đô Hà Nội, nhiệt độ 4 ngày tới ở mức 32 độ.",False
v119/scene_011.mp4,Còn tiếp theo sẽ là phần dự báo thời tiết cho một số thành phố đêm nay và ngày mai.,Còn tiếp theo sẽ là phần dự báo thời tiết cho một số thành phố vào đêm nay và ngày mai.,False
v028/scene_012_v028_c040.mp4,"Thủ đô Hà Nội dự báo mưa rào bất chợt,",Thủ đô Hà Nội dự báo mưa rào bất chợt.,False
v272/scene_001_v272_c001.mp4,"Chị Xuân Anh thân mến, chúng ta đã nghe nhiều về đợt không khí lạnh vào cuối tuần này.","Chị Xuân Anh thân mến, chúng ta đã nghe nhiều về đợt không khí lạnh vào cuối tuần này.",False
v040/scene_010_v040_c022.mp4,Trưa và chiều mai trời nắng nhiều khá nóng 34 độ.,"Trưa và chiều mai trời nắng nhiều, khá nóng 34 độ.",False
v039/scene_001.mp4,"Chị Quỳnh Anh, hôm qua thì trời lạnh nhưng mà khô.","Chị Quỳnh Anh, hôm qua thì trời lạnh nhưng mà khô.",False
v036/scene_012_v036_c048.mp4,"Thời tiết không quá nóng, vì nhiệt độ cao nhất ở bất kỳ nơi nào cũng không vượt quá 31 độ.","Thời tiết không quá nóng, vì nhiệt độ cao nhất ở bất kỳ nơi nào cũng không vượt quá 31 độ.",False
v001/scene_006.mp4,"Ở vùng Bikol thì nước ở các con sông đang dâng cao, gây vỡ đê,","""Ở vùng Bikol, nước ở các con sông đang dâng cao, gây vỡ đê.""",False
v262/scene_001.mp4,Một cơn bão cát lớn vừa mới tấn công thành phố Astrakhan ở miền nam nước Nga.,Một cơn bão cát lớn vừa mới tấn công thành phố Astrakhan ở miền nam nước Nga.,False
v224/scene_002_v224_c006.mp4,"Ngày mai độ ẩm hầu hết là đều dưới 45%, tương ứng với màu vàng nhạt ở trên bản độ ẩm.","Ngày mai, độ ẩm hầu hết đều dưới 45%, tương ứng với màu vàng nhạt trên bản đồ độ ẩm.",False
v003/scene_009.mp4,"Ngày mai trời có nắng, ấm áp, cao nhất là 19 độ.","Ngày mai trời có nắng, ấm áp, cao nhất là 19 độ.",False
v009/scene_005.mp4,Cảnh báo 3 ngày tới ở đây đều có thể có mưa tuyết cùng băng giá về đêm và sáng sớm,Cảnh báo 3 ngày tới ở đây đều có thể có mưa tuyết cùng băng giá vào ban đêm và sáng sớm.,False
v020/scene_007_v020_c029.mp4,Thành phố Hồ Chí Minh đêm nay trời lạnh 22 độ.,Thành phố Hồ Chí Minh đêm nay trời lạnh 22 độ.,False
v019/scene_009_v019_c039.mp4,"Trưa chiều mai cường độ mưa sẽ giảm dần, nhiệt độ cũng quá 29 độ","Trưa chiều mai, cường độ mưa sẽ giảm dần, nhiệt độ cũng sẽ quá 29 độ.",False
v272/scene_011_v272_c021.mp4,"Cuối cùng, chúng tôi xin gửi đến quý vị thông tin dự báo thời tiết chi tiết cho một số thành phố.","Cuối cùng, chúng tôi xin gửi đến quý vị thông tin dự báo thời tiết chi tiết cho một số thành phố.",False
v055/scene_002.mp4,"Cơn bão số 9 đi qua, địa phương này đã có 2.500 hectare keo và 1.500 hectare cao su đang thu hoạch bị gại đổ.","Cơn bão số 9 đi qua, địa phương này đã có 2.500 hectare keo và 1.500 hectare cao su đang thu hoạch bị gãy đổ.",False
v014/scene_006.mp4,Có những nơi lượng mưa còn vượt 800mm.,Có những nơi lượng mưa còn vượt 800 mm.,False
v216/scene_007_v216_c036.mp4,Đợt lũ lụt này nước rút khá chậm.,Đợt lũ lụt này nước rút khá chậm.,False
v026/scene_001.mp4,"Đến chiều tối nay, áp thấp nhiệt đới đang cách bờ biển Ninh Thuận khoảng 370 km,","""Đến chiều tối nay, áp thấp nhiệt đới đang cách bờ biển Ninh Thuận khoảng 370 km,""",False
v049/scene_006.mp4,Càng về đêm cái rét sẽ càng ngấm sâu hơn và từ ngày mai thôi miền Bắc sẽ bước vào đợt rét đậm rét hại đầu tiên trong mùa đông năm nay.,"Càng về đêm, cái rét sẽ càng ngấm sâu hơn và từ ngày mai, miền Bắc sẽ bước vào đợt rét đậm, rét hại đầu tiên trong mùa đông năm nay.",False
v017/scene_004_v017_c016.mp4,nhiệt độ khắp các thành phố trong khoảng 28-31 độ.,Nhiệt độ khắp các thành phố trong khoảng 28-31 độ.,False
v053/scene_012.mp4,"Ngày mai nắng lên, nhiệt tăng nhanh, cao nhất là 27 độ","Ngày mai nắng lên, nhiệt độ tăng nhanh, cao nhất là 27 độ.",False
v124/scene_001.mp4,"Ở Bắc Bộ, Trung Bộ, vùng nắng nóng màu đỏ tương ứng với mức nhiệt 36-39 độ sẽ bao phủ phía Nam Sơn La,","Ở Bắc Bộ, Trung Bộ, vùng nắng nóng màu đỏ tương ứng với mức nhiệt 36-39 độ sẽ bao phủ phía Nam Sơn La.",False
v066/scene_003_v066_c006.mp4,"Về diễn biến mưa, dự báo mưa lớn sẽ diễn ra hết đêm nay ở Bình Định, Phú Yên, Khánh Hòa, Gia Lai, Đắk Lắc. Lượng mưa phổ biến từ 50-70mm và có nơi trên 100mm. Sáng ngày mai hầu hết chỉ có mưa nhỏ ngắt quãng.","Về diễn biến mưa, dự báo mưa lớn sẽ diễn ra hết đêm nay ở Bình Định, Phú Yên, Khánh Hòa, Gia Lai, Đắk Lắc. Lượng mưa phổ biến từ 50-70mm và có nơi trên 100mm. Sáng ngày mai hầu hết chỉ có mưa nhỏ ngắt quãng.",False
v160/scene_010.mp4,"Bây giờ, xin được chuyển sang dự báo chi tiết thời tiết cho các thành phố trong 2 ngày đầu tuần.","Bây giờ, xin được chuyển sang dự báo chi tiết thời tiết cho các thành phố trong hai ngày đầu tuần.",False
v245/scene_002.mp4,"Siêu bão rai được cho là cơn bão mạnh nhất trong năm nay đổ bộ vào Philippines đã làm ít nhất 375 người thiệt mạng,",Siêu bão Rai được cho là cơn bão mạnh nhất trong năm nay đổ bộ vào Philippines đã làm ít nhất 375 người thiệt mạng.,False
v178/scene_008_v178_c025.mp4,Thành phố Huế đêm nay tạnh giáo 21 độ,Thành phố Huế đêm nay tạnh ráo 21 độ.,False
v198/scene_001.mp4,Dự báo là sang đến tuần sau thì ở khu vực Nam Mộ vẫn sẽ duy trì cái chuỗi ngày nắng nóng,Dự báo là sang đến tuần sau thì ở khu vực Nam Mộ vẫn sẽ duy trì chuỗi ngày nắng nóng.,False
v080/scene_005.mp4,Từ Tâm Kỳ ra đến huyện Thăng Bình thì có 2 điểm ngập sau thế này và các phương tiện giao thông hiện tại không lưu thông được.,Từ Tâm Kỳ ra đến huyện Thăng Bình thì có 2 điểm ngập như thế này và các phương tiện giao thông hiện tại không lưu thông được.,False
v069/scene_001.mp4,"Ít nhất 11 người thiệt mạng và 102 người khác bị thương trong một trận mưa đá nghiêm trọng xảy ra tại thành phố Nam Thông, tỉnh Giang Tô, Trung Quốc vào đêm qua.","Ít nhất 11 người thiệt mạng và 102 người khác bị thương trong một trận mưa đá nghiêm trọng xảy ra tại thành phố Nam Thông, tỉnh Giang Tô, Trung Quốc vào đêm qua.",False
v034/scene_001.mp4,"Thưa quý vị và các bạn, ngày hôm nay chính là ngày mà triều cường tại TP.HCM thì đã đạt đỉnh của đợt.","Thưa quý vị và các bạn, ngày hôm nay chính là ngày mà triều cường tại TP.HCM đã đạt đỉnh của đợt.",False
v247/scene_001_v247_c001.mp4,Dạ vâng. Thưa anh quý anh và quý vị khán giả. Ngày mai ngày đầu tuần thì thời tiết đáng chú ý nhất phải kể đến đó là khu vực Trung Bộ sẽ có mưa.,"Dạ vâng. Thưa anh quý anh và quý vị khán giả. Ngày mai, ngày đầu tuần, thời tiết đáng chú ý nhất phải kể đến là khu vực Trung Bộ sẽ có mưa.",False
v022/scene_001.mp4,"Bởi vì thưa quý vị, không khí lạnh thì vẫn đang liên tục tăng cường xuống nước ta.","""Bởi vì thưa quý vị, không khí lạnh vẫn đang liên tục tăng cường xuống nước ta.""",False
v049/scene_010.mp4,Chúng ta đang ở trong một chuỗi ngày nắng ấm kéo dài rồi,Chúng ta đang ở trong một chuỗi ngày nắng ấm kéo dài.,False
v049/scene_004_v049_c011.mp4,Không riêng gì thủ đô Hà Nội thời điểm này khối không khí lạnh đã bao trùm hầu hết khu vực phía Đông Bắc Bộ.,"Không riêng gì thủ đô Hà Nội, thời điểm này khối không khí lạnh đã bao trùm hầu hết khu vực phía Đông Bắc Bộ.",False
v031/scene_002_v031_c004.mp4,Với vùng núi từ Thanh Hóa đến Quảng Ngãi thì nắng nóng gay gắt với mức nhiệt là 37 cho đến 39 độ.,Với vùng núi từ Thanh Hóa đến Quảng Ngãi thì nắng nóng gay gắt với mức nhiệt từ 37 đến 39 độ.,False
v202/scene_013.mp4,Đêm nay và sáng sớm mai trời rét sâu với mức nhiệt là 11 độ,Đêm nay và sáng sớm mai trời rét sâu với mức nhiệt là 11 độ.,False
v069/scene_003_v069_c002.mp4,Sức gió trong mưa đá đạt tới hơn 103 km một giờ trên đất liền và hơn 150 km một giờ ở khu vực ven biển.,Sức gió trong mưa đá đạt tới hơn 103 km một giờ trên đất liền và hơn 150 km một giờ ở khu vực ven biển.,False
v181/scene_003_v181_c010.mp4,Không khí lạnh lần này không mạnh thế nên là thời gian rét ở miền Bắc thì chủ yếu là về đêm và sáng.,"Không khí lạnh lần này không mạnh, thế nên thời gian rét ở miền Bắc chủ yếu là vào đêm và sáng.",False
v059/scene_006.mp4,"Trong 12 đến 24 giờ tới, bão sẽ đi vào đất liền từ Hà Tĩnh đến Quảng Nam và suy yếu dần thành áp thấp nhiệt đới.","Trong 12 đến 24 giờ tới, bão sẽ đi vào đất liền từ Hà Tĩnh đến Quảng Nam và suy yếu dần thành áp thấp nhiệt đới.",False
v171/scene_009_v171_c015.mp4,"Nhiều xã, phường ven sông Trà Câu đã bị ngập sâu từ 0,8 đến 1,5m.","Nhiều xã, phường ven sông Trà Câu đã bị ngập sâu từ 0,8 đến 1,5 m.",False
v045/scene_005.mp4,"Mặc dù bã số 7 đã suy yếu thành áp thấp nhiệt đới nhưng hoàn lưu của nó vẫn gây mưa to và gió mạnh cho nhiều tỉnh thành,","""Mặc dù bão số 7 đã suy yếu thành áp thấp nhiệt đới nhưng hoàn lưu của nó vẫn gây mưa to và gió mạnh cho nhiều tỉnh thành,""",False
v246/scene_015_v246_c058.mp4,Đà Lạt dự báo đêm nay trời rét chỉ khoảng là 13 độ.,Đà Lạt dự báo đêm nay trời rét chỉ khoảng 13 độ.,False
v015/scene_014.mp4,"Thành phố Đà Nẵng đêm nay có lúc có mưa nhỏ, nhiệt độ thấp nhất là 24 độ, và sáng ngày mai trời tạnh giáo, có nắng với nhiệt độ cao nhất đạt 28 độ.","Thành phố Đà Nẵng đêm nay có lúc có mưa nhỏ, nhiệt độ thấp nhất là 24 độ, và sáng ngày mai trời tạnh ráo, có nắng với nhiệt độ cao nhất đạt 28 độ.",False
v225/scene_003_v225_c008.mp4,còn vùng trũng thấp ven sông thì vẫn có khả năng ngập.,Còn vùng trũng thấp ven sông thì vẫn có khả năng ngập.,False
v246/scene_006_v246_c034.mp4,Tuy nhiên thì mưa chỉ xảy ra trên diện hẹp thôi ạ và với lượng không đáng kể.,"Tuy nhiên, mưa chỉ xảy ra trên diện hẹp thôi ạ và với lượng không đáng kể.",False
v012/scene_012.mp4,Ngày mai trời có nắng nhiệt độ cao nhất 31 độ.,"Ngày mai trời có nắng, nhiệt độ cao nhất 31 độ.",False
v208/scene_008_v208_c027.mp4,"Hội An vẫn có lúc có mưa rào, đêm nay nhiệt độ thấp nhất là 21 độ, trời lạnh.","Hội An vẫn có lúc có mưa rào, đêm nay nhiệt độ thấp nhất là 21 độ, trời lạnh.",False
v044/scene_011_v044_c030.mp4,"Thành phố Hà Nội đêm nay có mưa to đến rất to, 25 độ.","Thành phố Hà Nội đêm nay có mưa to đến rất to, nhiệt độ 25 độ.",False
v057/scene_007_v057_c021.mp4,"Ngày mai có mưa to đến rất to vì phòng ngập cục bộ, nhiệt độ khoảng 24 độ.","Ngày mai có mưa to đến rất to, có khả năng xảy ra ngập cục bộ, nhiệt độ khoảng 24 độ.",False
v260/scene_002_v260_c010.mp4,Dự báo là mưa sẽ còn tiếp tục duy trì cho đến hết ngày mai.,Dự báo là mưa sẽ còn tiếp tục duy trì cho đến hết ngày mai.,False
v156/scene_006_v156_c014.mp4,"Tổng lượng mưa phổ biến là từ 100-200mm, có nơi trên 250mm","Tổng lượng mưa phổ biến là từ 100-200mm, có nơi trên 250mm.",False
v089/scene_004.mp4,"Cùng với mưa, Thanh Hóa và phía đông Bắc Bộ, trong đó có thủ đô Hà Nội, từ đêm mai, thời sẽ trở lạnh khi nhiệt độ giảm xuống.","Cùng với mưa, Thanh Hóa và phía đông Bắc Bộ, trong đó có thủ đô Hà Nội, từ đêm mai, thời tiết sẽ trở lạnh khi nhiệt độ giảm xuống.",False
